symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
FIL-USDT,LONG,ریسک میانی,1.32480000,1.30822920,1.35794160,2025-12-20 00:11:38,OPEN,,,,,10.00,,"Dir=LONG | TF_EMA=30m:EMA21=1.279983,30m:EMA55=1.254812,1h:EMA21=1.26202,1h:EMA55=1.249476,4h:EMA21=1.264741,4h:EMA55=1.314585 | TF_RSI=5m:RSI=58.41,15m:RSI=66.55,30m:RSI=76.01,1h:RSI=73.89,4h:RSI=59.31 | TF_MACD=5m:MACD=0.012346,5m:HIST=-0.00133,15m:MACD=0.016991,15m:HIST=0.004888,30m:MACD=0.020102,30m:HIST=0.00512,1h:MACD=0.021171,1h:HIST=0.007911,4h:MACD=-0.005192,4h:HIST=0.0149 | BS15=0.511 | RulesPassed=روند 4h;روند 1h;EMA21 30m;کندل قوی 15m;RSI;MACD;عدم واگرایی | Reasons=روند 4h: بالای/زیر EMA21، EMA55 + ساختار HH/HL در 3 کندل|روند 1h: EMA همسو + ساختار HH/HL در 3 کندل|قیمت همسو با EMA21 در 30m|قدرت کندل 15m = 0.51 (حد > 0.45)|RSI: 5/5 همسو + 2 خیلی قوی|MACD: 3/5 همسو + 2 شدت قوی|بدون واگرایی در 1h و 4h"
BNB-USDT,LONG,ریسک بالا,860.03400000,856.25653920,867.58892160,2025-12-20 00:11:38,OPEN,,,,,10.00,,"Dir=LONG | TF_EMA=30m:EMA21=849.496577,30m:EMA55=844.630777,1h:EMA21=845.951624,1h:EMA55=845.745142,4h:EMA21=850.998041,4h:EMA55=864.116189 | TF_RSI=5m:RSI=70.44,15m:RSI=72.05,30m:RSI=71.83,1h:RSI=67.58,4h:RSI=53.2 | TF_MACD=5m:MACD=2.540871,5m:HIST=0.264467,15m:MACD=2.80618,15m:HIST=1.093229,30m:MACD=3.819598,30m:HIST=0.88383,1h:MACD=4.097723,1h:HIST=1.554037,4h:MACD=-5.390923,4h:HIST=3.252769 | BS15=0.525 | RulesPassed=روند 1h;EMA21 30m;کندل قوی 15m;RSI;MACD | Reasons=روند 1h: EMA همسو + ساختار HH/HL در 3 کندل|قیمت همسو با EMA21 در 30m + ساختار|قدرت کندل 15m = 0.52 (حد > 0.45)|RSI: 5/5 همسو + 3 خیلی قوی|MACD: 4/5 همسو + 1 شدت قوی"
APT-USDT,LONG,ریسک بالا,1.66110000,1.64229240,1.69871520,2025-12-20 00:11:38,OPEN,,,,,10.00,,"Dir=LONG | TF_EMA=30m:EMA21=1.588868,30m:EMA55=1.542959,1h:EMA21=1.554544,1h:EMA55=1.533013,4h:EMA21=1.554911,4h:EMA55=1.61925 | TF_RSI=5m:RSI=76.2,15m:RSI=75.79,30m:RSI=76.87,1h:RSI=73.26,4h:RSI=62.67 | TF_MACD=5m:MACD=0.012431,5m:HIST=0.002169,15m:MACD=0.024433,15m:HIST=0.001933,30m:MACD=0.037419,30m:HIST=0.006007,1h:MACD=0.037441,1h:HIST=0.015179,4h:MACD=-0.00648,4h:HIST=0.02221 | BS15=0.346 | RulesPassed=روند 4h;روند 1h;EMA21 30m;RSI;MACD;عدم واگرایی | Reasons=روند 4h: بالای/زیر EMA21، EMA55 + ساختار HH/HL در 3 کندل|روند 1h: EMA همسو + ساختار HH/HL در 3 کندل|قیمت همسو با EMA21 در 30m + ساختار|RSI: 5/5 همسو + 4 خیلی قوی|MACD: 4/5 همسو + 2 شدت قوی|بدون واگرایی در 1h و 4h"
BNB-USDT,LONG,ریسک بالا,857.07300000,855.00807600,861.20284800,2025-12-20 06:39:38,OPEN,,,,,10.00,,"Dir=LONG | TF_EMA=30m:EMA21=853.706898,30m:EMA55=848.723837,1h:EMA21=850.567083,1h:EMA55=847.918131,4h:EMA21=851.220972,4h:EMA55=863.727415 | TF_RSI=5m:RSI=66.26,15m:RSI=58.8,30m:RSI=60.79,1h:RSI=60.83,4h:RSI=51.87 | TF_MACD=5m:MACD=0.598784,5m:HIST=0.37571,15m:MACD=0.47151,15m:HIST=0.017757,30m:MACD=2.192886,30m:HIST=-0.444579,1h:MACD=4.137717,1h:HIST=0.252281,4h:MACD=-4.510505,4h:HIST=3.357412 | BS15=0.825 | RulesPassed=روند 1h;EMA21 30m;کندل قوی 15m;RSI;MACD | Reasons=روند 1h: EMA همسو + ساختار HH/HL در 3 کندل|قیمت همسو با EMA21 در 30m + ساختار|قدرت کندل 15m = 0.83 (حد > 0.45)|RSI: 5/5 همسو + 0 خیلی قوی|MACD: 3/5 همسو + 1 شدت قوی"
ETH-USDT,LONG,ریسک بالا,2988.89000000,2979.83345360,3007.00309280,2025-12-20 07:28:25,OPEN,,,,,10.00,,"Dir=LONG | TF_EMA=30m:EMA21=2978.259198,30m:EMA55=2952.416207,1h:EMA21=2961.357352,1h:EMA55=2932.788558,4h:EMA21=2941.261728,4h:EMA55=2997.786447 | TF_RSI=5m:RSI=58.21,15m:RSI=56.48,30m:RSI=58.63,1h:RSI=61.55,4h:RSI=54.35 | TF_MACD=5m:MACD=2.861505,5m:HIST=0.239978,15m:MACD=2.349555,15m:HIST=0.989681,30m:MACD=7.583854,30m:HIST=-1.487764,1h:MACD=21.48995,1h:HIST=-1.992087,4h:MACD=-8.094441,4h:HIST=22.100606 | BS15=0.869 | RulesPassed=روند 1h;EMA21 30m;کندل قوی 15m;RSI;MACD | Reasons=روند 1h: EMA همسو + ساختار HH/HL در 3 کندل|قیمت همسو با EMA21 در 30m + ساختار|قدرت کندل 15m = 0.87 (حد > 0.45)|RSI: 5/5 همسو + 0 خیلی قوی|MACD: 2/5 همسو + 1 شدت قوی"
XAUT-USDT,LONG,ریسک میانی,4345.98000000,4344.80631600,4348.32736800,2025-12-20 07:56:31,OPEN,,,,,10.00,,"Dir=LONG | TF_EMA=30m:EMA21=4344.238493,30m:EMA55=4340.116995,1h:EMA21=4341.48898,1h:EMA55=4335.678627,4h:EMA21=4332.270621,4h:EMA55=4305.879551 | TF_RSI=5m:RSI=55.02,15m:RSI=55.02,30m:RSI=56.92,1h:RSI=56.78,4h:RSI=60.19 | TF_MACD=5m:MACD=0.121117,5m:HIST=0.000294,15m:MACD=0.412411,15m:HIST=0.025717,30m:MACD=1.661138,30m:HIST=-0.331872,1h:MACD=3.41058,1h:HIST=0.14468,4h:MACD=9.294094,4h:HIST=0.107971 | BS15=1.0 | RulesPassed=EMA21 30m;کندل قوی 15m;ورود + حجم;RSI;MACD;عدم واگرایی | Reasons=قیمت همسو با EMA21 در 30m|قدرت کندل 15m = 1.00 (حد > 0.45)|نزدیکی سطح + حجم ≥1.15x|RSI: 5/5 همسو + 0 خیلی قوی|MACD: 4/5 همسو + 1 شدت قوی|بدون واگرایی در 1h و 4h"
LTC-USDT,SHORT,ریسک میانی,76.61000000,76.83877040,76.15245920,2025-12-20 08:15:46,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=77.082505,30m:EMA55=76.664864,1h:EMA21=76.767278,1h:EMA55=76.596679,4h:EMA21=76.927578,4h:EMA55=78.680364 | TF_RSI=5m:RSI=21.31,15m:RSI=32.65,30m:RSI=41.39,1h:RSI=49.56,4h:RSI=46.92 | TF_MACD=5m:MACD=-0.168887,5m:HIST=-0.019952,15m:MACD=-0.166318,15m:HIST=-0.09214,30m:MACD=0.071112,30m:HIST=-0.155064,1h:MACD=0.342398,1h:HIST=-0.046288,4h:MACD=-0.591302,4h:HIST=0.296715 | BS15=1.0 | RulesPassed=روند 4h;روند 1h;EMA21 30m;کندل قوی 15m;RSI;MACD | Reasons=روند 4h: بالای/زیر EMA21، EMA55، EMA200 + ساختار LH/LL در 3 کندل|روند 1h: EMA همسو + ساختار LH/LL در 3 کندل|قیمت همسو با EMA21 در 30m|قدرت کندل 15m = 1.00 (حد > 0.45)|RSI: 5/5 همسو + 1 خیلی قوی|MACD: 2/5 همسو + 1 شدت قوی"
OP-USDT,SHORT,ریسک بالا,0.27660000,0.27764400,0.27451200,2025-12-20 08:15:46,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=0.277841,30m:EMA55=0.274938,1h:EMA21=0.275699,1h:EMA55=0.27518,4h:EMA21=0.278152,4h:EMA55=0.290602 | TF_RSI=5m:RSI=33.76,15m:RSI=39.14,30m:RSI=47.38,1h:RSI=53.18,4h:RSI=46.59 | TF_MACD=5m:MACD=-0.000491,5m:HIST=-0.000116,15m:MACD=-0.000535,15m:HIST=-0.000281,30m:MACD=0.00083,30m:HIST=-0.000789,1h:MACD=0.002484,1h:HIST=-6.2e-05,4h:MACD=-0.004897,4h:HIST=0.002124 | BS15=1.0 | RulesPassed=روند 4h;EMA21 30m;کندل قوی 15m;RSI;MACD | Reasons=روند 4h: بالای/زیر EMA21، EMA55، EMA200 + ساختار LH/LL در 3 کندل|قیمت همسو با EMA21 در 30m + ساختار|قدرت کندل 15m = 1.00 (حد > 0.45)|RSI: 4/5 همسو + 0 خیلی قوی|MACD: 2/5 همسو + 1 شدت قوی"
LTC-USDT,SHORT,ریسک بالا,76.48000000,76.71453160,76.01093680,2025-12-20 08:43:06,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=77.02112,30m:EMA55=76.655507,1h:EMA21=76.73455,1h:EMA55=76.589756,4h:EMA21=76.91576,4h:EMA55=78.675721 | TF_RSI=5m:RSI=19.83,15m:RSI=30.12,30m:RSI=39.28,1h:RSI=48.16,4h:RSI=46.38 | TF_MACD=5m:MACD=-0.174339,5m:HIST=-0.007669,15m:MACD=-0.19687,15m:HIST=-0.097132,30m:MACD=0.011959,30m:HIST=-0.170353,1h:MACD=0.270131,1h:HIST=-0.093823,4h:MACD=-0.601672,4h:HIST=0.288419 | BS15=0.6 | RulesPassed=روند 4h;روند 1h;EMA21 30m;کندل قوی 15m;RSI;MACD | Reasons=روند 4h: بالای/زیر EMA21، EMA55، EMA200 + ساختار LH/LL در 3 کندل|روند 1h: EMA همسو + ساختار LH/LL در 3 کندل|قیمت همسو با EMA21 در 30m + ساختار|قدرت کندل 15m = 0.60 (حد > 0.45)|RSI: 5/5 همسو + 1 خیلی قوی|MACD: 2/5 همسو + 1 شدت قوی"
BNB-USDT,SHORT,ریسک بالا,853.34000000,855.42762800,849.16474400,2025-12-20 08:43:06,OPEN,,,,,10.00,,"Dir=SHORT | TF_EMA=30m:EMA21=854.315951,30m:EMA55=849.678892,1h:EMA21=851.226109,1h:EMA55=848.375206,4h:EMA21=851.528073,4h:EMA55=863.404146 | TF_RSI=5m:RSI=32.12,15m:RSI=42.44,30m:RSI=49.8,1h:RSI=54.66,4h:RSI=49.71 | TF_MACD=5m:MACD=-0.708567,5m:HIST=-0.576565,15m:MACD=0.295939,15m:HIST=-0.311678,30m:MACD=1.649249,30m:HIST=-0.610334,1h:MACD=3.644181,1h:HIST=-0.221447,4h:MACD=-3.732743,4h:HIST=3.290461 | BS15=0.512 | RulesPassed=روند 4h;EMA21 30m;کندل قوی 15m;RSI;حجم + کندل 15m | Reasons=روند 4h: بالای/زیر EMA55، EMA200 + ساختار LH/LL در 3 کندل|قیمت همسو با EMA21 در 30m + ساختار|قدرت کندل 15m = 0.51 (حد > 0.45)|RSI: 4/5 همسو + 0 خیلی قوی|حجم اسپایک (≥1.15x) + قدرت کندل 15m = 0.51"
