symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
POL-USDT,LONG,MEDIUM,0.07910000,0.07882090,0.07965820,2026-08-18 06:18:02,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.500 [≥ 0.4];✅ قدرت کندل 5m: BS5=0.500 [≥ 0.4];✅ روند EMA 1h: EMA21=0.08, EMA50=0.08;❌ روند EMA 4h: EMA21=0.08, EMA50=0.08, EMA200=0.08;✅ RSI 30m: RSI=48.26;❌ MACD 30m: MACD_hist=-0.0003;✅ ورود هوشمند پولبک: قیمت=0.0791 EMA=0.0796 RSI=48.3 BS15=0.500;❌ ADX: ADX=33.33 [>25], DI+=147.37, DI-=294.74;❌ CCI عبور از ۰: CCI=-95.76;❌ SAR: SAR=0.0794, قیمت=0.0791;❌ Stochastic کراس: K=11.11 D=3.70;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;❌ Double Top/Bottom: بدون الگو;✅ فیلتر رنج: فاصله EMA=0.0152 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0152, ADX=33.33 -> ✅ OK"
POL-USDT,LONG,MEDIUM,0.07960000,0.07852040,0.08175920,2026-08-18 07:06:20,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=1.000 [خیلی بالا - احتمال پایان حرکت];❌ قدرت کندل 5m: BS5=0.000 [خیلی پایین - کندل ضعیف];✅ روند EMA 1h: EMA21=0.08, EMA50=0.08;❌ روند EMA 4h: EMA21=0.08, EMA50=0.08, EMA200=0.08;✅ RSI 30m: RSI=52.53;❌ MACD 30m: MACD_hist=-0.0002;❌ ورود هوشمند پولبک: قیمت=0.0796 EMA=0.0796 RSI=52.5 BS15=1.000;✅ ADX: ADX=42.86 [>25], DI+=225.81, DI-=90.32;❌ CCI عبور از ۰: CCI=-69.71;✅ SAR: SAR=0.0786, قیمت=0.0796;✅ Stochastic کراس: K=47.62 D=15.87;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0140 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0140, ADX=42.86 -> ✅ OK"
SUI-USDT,SHORT,MEDIUM,0.64920000,0.67864760,0.59030480,2026-08-18 07:06:20,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.517 [≥ 0.4];✅ قدرت کندل 5m: BS5=0.692 [≥ 0.4];✅ روند EMA 1h: EMA21=0.67, EMA50=0.67;✅ روند EMA 4h: EMA21=0.68, EMA50=0.68, EMA200=0.70;❌ RSI 30m: RSI=18.05;✅ MACD 30m: MACD_hist=-0.0030;❌ ورود هوشمند پولبک: قیمت=0.6492 EMA=0.6686 RSI=18.1 BS15=0.517;❌ ADX: ADX=44.87 [>22], DI+=388.70, DI-=147.91;❌ CCI عبور از ۰: CCI=-231.83 [اشباع فروش];❌ SAR: SAR=0.6486, قیمت=0.6492;❌ Stochastic کراس: K=31.97 D=10.66;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0066 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0066, ADX=44.87 -> ✅ OK"
POL-USDT,LONG,MEDIUM,0.07940000,0.07852060,0.08115880,2026-08-18 07:56:01,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.000 [خیلی پایین - کندل ضعیف];✅ قدرت کندل 5m: BS5=0.500 [≥ 0.4];✅ روند EMA 1h: EMA21=0.08, EMA50=0.08;❌ روند EMA 4h: EMA21=0.08, EMA50=0.08, EMA200=0.08;✅ RSI 30m: RSI=50.77;❌ MACD 30m: MACD_hist=-0.0002;❌ ورود هوشمند پولبک: قیمت=0.0794 EMA=0.0795 RSI=50.8 BS15=0.000;❌ ADX: ADX=25.00 [>25], DI+=233.33, DI-=140.00;❌ CCI عبور از ۰: CCI=-93.31;✅ SAR: SAR=0.0792, قیمت=0.0794;✅ Stochastic کراس: K=38.10 D=12.70;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0132 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0132, ADX=25.00 -> ✅ OK"
BTC-USDT,LONG,MEDIUM,64206.40000000,63961.59360000,64696.01280000,2026-08-18 09:03:22,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.944 [خیلی بالا - احتمال پایان حرکت];❌ قدرت کندل 5m: BS5=0.944 [خیلی بالا - احتمال پایان حرکت];✅ روند EMA 1h: EMA21=64066.23, EMA50=63728.63;❌ روند EMA 4h: EMA21=63655.91, EMA50=63683.29, EMA200=63959.88;✅ RSI 30m: RSI=51.71;❌ MACD 30m: MACD_hist=-38.1630;❌ ورود هوشمند پولبک: قیمت=64206.4000 EMA=64211.0759 RSI=51.7 BS15=0.944;✅ ADX: ADX=41.22 [>25], DI+=442.26, DI-=184.07;❌ CCI عبور از ۰: CCI=-44.90;✅ SAR: SAR=64180.4720, قیمت=64206.4000;✅ Stochastic کراس: K=32.72 D=10.91;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0033 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0033, ADX=41.22 -> ✅ OK"
ETH-USDT,LONG,MEDIUM,1901.86000000,1883.84814000,1937.88372000,2026-08-18 10:42:42,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.540 [≥ 0.4];✅ قدرت کندل 5m: BS5=0.627 [≥ 0.4];✅ روند EMA 1h: EMA21=1901.24, EMA50=1896.79;✅ روند EMA 4h: EMA21=1894.48, EMA50=1891.89, EMA200=1874.87;✅ RSI 30m: RSI=50.73;✅ MACD 30m: MACD_hist=0.1197;❌ ورود هوشمند پولبک: قیمت=1901.8600 EMA=1900.9858 RSI=50.7 BS15=0.540;❌ ADX: ADX=5.32 [>25], DI+=315.25, DI-=283.40;✅ CCI عبور از ۰: CCI=1.53;✅ SAR: SAR=1900.1742, قیمت=1901.8600;✅ Stochastic کراس: K=61.14 D=20.38;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0002 [>0.005];❌ فیلتر رنج ترکیبی: diff=0.0002 [خیلی پایین - بازار رنج]"
SUI-USDT,SHORT,LOW,0.64850000,0.65304550,0.63940900,2026-08-18 13:49:29,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.714 [≥ 0.4];✅ قدرت کندل 5m: BS5=0.714 [≥ 0.4];✅ روند EMA 1h: EMA21=0.66, EMA50=0.67;✅ روند EMA 4h: EMA21=0.67, EMA50=0.68, EMA200=0.70;✅ RSI 30m: RSI=35.77;❌ MACD 30m: MACD_hist=0.0006;❌ ورود هوشمند پولبک: قیمت=0.6485 EMA=0.6533 RSI=35.8 BS15=0.714;✅ ADX: ADX=49.82 [>22], DI+=188.51, DI-=562.77;✅ CCI عبور از ۰: CCI=-33.53;❌ SAR: SAR=0.6464, قیمت=0.6485;❌ Stochastic کراس: K=78.15 D=26.05;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0140 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0140, ADX=49.82 -> ✅ OK"
DOT-USDT,SHORT,LOW,0.74050000,0.74432150,0.73285700,2026-08-18 14:23:02,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.000 [خیلی پایین - کندل ضعیف];❌ قدرت کندل 5m: BS5=0.000 [خیلی پایین - کندل ضعیف];✅ روند EMA 1h: EMA21=0.75, EMA50=0.75;✅ روند EMA 4h: EMA21=0.76, EMA50=0.77, EMA200=0.80;✅ RSI 30m: RSI=44.35;❌ MACD 30m: MACD_hist=0.0011;❌ ورود هوشمند پولبک: قیمت=0.7405 EMA=0.7414 RSI=44.4 BS15=0.000;✅ ADX: ADX=79.64 [>22], DI+=65.66, DI-=579.23;❌ CCI عبور از ۰: CCI=24.87;❌ SAR: SAR=0.7388, قیمت=0.7405;❌ Stochastic کراس: K=86.21 D=28.74;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0091 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0091, ADX=79.64 -> ✅ OK"
DOT-USDT,SHORT,LOW,0.74090000,0.74462270,0.73345460,2026-08-18 14:46:23,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=1.000 [خیلی بالا - احتمال پایان حرکت];❌ قدرت کندل 5m: BS5=1.000 [خیلی بالا - احتمال پایان حرکت];✅ روند EMA 1h: EMA21=0.75, EMA50=0.75;✅ روند EMA 4h: EMA21=0.76, EMA50=0.77, EMA200=0.80;✅ RSI 30m: RSI=45.20;❌ MACD 30m: MACD_hist=0.0012;❌ ورود هوشمند پولبک: قیمت=0.7409 EMA=0.7414 RSI=45.2 BS15=1.000;✅ ADX: ADX=78.38 [>22], DI+=68.17, DI-=562.43;❌ CCI عبور از ۰: CCI=64.09;❌ SAR: SAR=0.7398, قیمت=0.7409;❌ Stochastic کراس: K=83.33 D=27.78;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0088 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0088, ADX=78.38 -> ✅ OK"
DOT-USDT,SHORT,LOW,0.74090000,0.74462270,0.73345460,2026-08-18 15:17:26,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=1.000 [خیلی بالا - احتمال پایان حرکت];❌ قدرت کندل 5m: BS5=1.000 [خیلی بالا - احتمال پایان حرکت];✅ روند EMA 1h: EMA21=0.75, EMA50=0.75;✅ روند EMA 4h: EMA21=0.76, EMA50=0.77, EMA200=0.80;✅ RSI 30m: RSI=45.32;❌ MACD 30m: MACD_hist=0.0013;❌ ورود هوشمند پولبک: قیمت=0.7409 EMA=0.7413 RSI=45.3 BS15=1.000;✅ ADX: ADX=67.39 [>22], DI+=108.43, DI-=556.63;❌ CCI عبور از ۰: CCI=79.87;❌ SAR: SAR=0.7404, قیمت=0.7409;❌ Stochastic کراس: K=83.33 D=27.78;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0085 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0085, ADX=67.39 -> ✅ OK"
