symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
ETH-USDT,LONG,LOW,1920.46000000,1917.90954000,1925.56092000,2026-08-09 00:25:35,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.538 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.000 [≥ 0.48];✅ روند EMA 1h: EMA21=1919.25, EMA50=1914.01;✅ روند EMA 4h: EMA21=1908.47, EMA50=1896.94, EMA200=1835.85;✅ RSI 30m: RSI=50.59;❌ MACD 30m: MACD_hist=-0.4680;❌ ورود هوشمند پولبک: قیمت=1920.4600 EMA=1920.7190 RSI=50.6 BS15=0.538;✅ ADX: ADX=85.90 [>22], DI+=777.69, DI-=58.98;❌ CCI عبور از ۰: CCI=-45.63;✅ SAR: SAR=1920.0364, قیمت=1920.4600;❌ Stochastic کراس: K=9.24 D=3.08;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0011 [>0.005];❌ فیلتر رنج ترکیبی: diff=0.0011, ADX=85.90 -> ❌ رد"
BNB-USDT,LONG,LOW,602.15100000,601.15284900,604.14730200,2026-08-09 00:25:35,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.015 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.146 [≥ 0.48];✅ روند EMA 1h: EMA21=598.73, EMA50=595.83;✅ روند EMA 4h: EMA21=595.49, EMA50=591.03, EMA200=578.97;✅ RSI 30m: RSI=57.06;❌ MACD 30m: MACD_hist=-0.4340;❌ ورود هوشمند پولبک: قیمت=602.1510 EMA=601.4042 RSI=57.1 BS15=0.015;✅ ADX: ADX=68.25 [>22], DI+=712.03, DI-=134.35;✅ CCI عبور از ۰: CCI=5.71;✅ SAR: SAR=602.0245, قیمت=602.1510;✅ Stochastic کراس: K=29.80 D=9.93;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0056 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0056, ADX=68.25 -> ✅ OK"
SOL-USDT,LONG,MEDIUM,76.22000000,75.90378000,76.85244000,2026-08-09 00:25:36,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.667 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.000 [≥ 0.48];✅ روند EMA 1h: EMA21=75.41, EMA50=74.61;❌ روند EMA 4h: EMA21=74.49, EMA50=74.10, EMA200=75.09;✅ RSI 30m: RSI=65.19;❌ MACD 30m: MACD_hist=-0.0657;❌ ورود هوشمند پولبک: قیمت=76.2200 EMA=75.8977 RSI=65.2 BS15=0.667;✅ ADX: ADX=91.35 [>22], DI+=814.62, DI-=36.84;✅ CCI عبور از ۰: CCI=39.86;✅ SAR: SAR=76.1506, قیمت=76.2200;✅ Stochastic کراس: K=53.54 D=17.85;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0091 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0091, ADX=91.35 -> ✅ OK"
DOGE-USDT,LONG,MEDIUM,0.07101000,0.07079899,0.07143202,2026-08-09 00:25:36,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.000 [≥ 0.48];❌ قدرت کندل 5m: BS5=1.000 [خیلی بالا - احتمال پایان حرکت];✅ روند EMA 1h: EMA21=0.07, EMA50=0.07;❌ روند EMA 4h: EMA21=0.07, EMA50=0.07, EMA200=0.07;✅ RSI 30m: RSI=58.95;❌ MACD 30m: MACD_hist=-0.0000;❌ ورود هوشمند پولبک: قیمت=0.0710 EMA=0.0709 RSI=59.0 BS15=0.000;✅ ADX: ADX=91.35 [>22], DI+=807.17, DI-=36.48;✅ CCI عبور از ۰: CCI=32.01;✅ SAR: SAR=0.0710, قیمت=0.0710;✅ Stochastic کراس: K=50.00 D=16.67;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0052 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0052, ADX=91.35 -> ✅ OK"
XLM-USDT,LONG,MEDIUM,0.16530000,0.16463470,0.16663060,2026-08-09 00:25:36,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=1.000 [خیلی بالا - احتمال پایان حرکت];❌ قدرت کندل 5m: BS5=1.000 [خیلی بالا - احتمال پایان حرکت];✅ روند EMA 1h: EMA21=0.16, EMA50=0.16;❌ روند EMA 4h: EMA21=0.16, EMA50=0.17, EMA200=0.18;✅ RSI 30m: RSI=59.63;❌ MACD 30m: MACD_hist=-0.0002;❌ ورود هوشمند پولبک: قیمت=0.1653 EMA=0.1650 RSI=59.6 BS15=1.000;✅ ADX: ADX=80.00 [>22], DI+=677.42, DI-=75.27;✅ CCI عبور از ۰: CCI=12.73;✅ SAR: SAR=0.1650, قیمت=0.1653;✅ Stochastic کراس: K=27.78 D=9.26;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0061 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0061, ADX=80.00 -> ✅ OK"
APT-USDT,LONG,MEDIUM,0.60660000,0.60499340,0.60981320,2026-08-09 00:25:37,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.600 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.600 [≥ 0.48];✅ روند EMA 1h: EMA21=0.60, EMA50=0.59;❌ روند EMA 4h: EMA21=0.59, EMA50=0.59, EMA200=0.59;✅ RSI 30m: RSI=57.34;❌ MACD 30m: MACD_hist=-0.0008;❌ ورود هوشمند پولبک: قیمت=0.6066 EMA=0.6051 RSI=57.3 BS15=0.600;✅ ADX: ADX=79.19 [>22], DI+=914.85, DI-=106.27;✅ CCI عبور از ۰: CCI=19.01;❌ SAR: SAR=0.6066, قیمت=0.6066;✅ Stochastic کراس: K=39.33 D=13.11;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0099 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0099, ADX=79.19 -> ✅ OK"
OP-USDT,LONG,MEDIUM,0.08890000,0.08871110,0.08927780,2026-08-09 00:25:40,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=1.000 [خیلی بالا - احتمال پایان حرکت];❌ قدرت کندل 5m: BS5=0.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.09, EMA50=0.09;❌ روند EMA 4h: EMA21=0.09, EMA50=0.09, EMA200=0.09;✅ RSI 30m: RSI=55.85;❌ MACD 30m: MACD_hist=-0.0001;❌ ورود هوشمند پولبک: قیمت=0.0889 EMA=0.0887 RSI=55.9 BS15=1.000;✅ ADX: ADX=55.56 [>22], DI+=717.07, DI-=204.88;✅ CCI عبور از ۰: CCI=-4.81;✅ SAR: SAR=0.0888, قیمت=0.0889;✅ Stochastic کراس: K=45.45 D=15.15;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0062 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0062, ADX=55.56 -> ✅ OK"
FIL-USDT,LONG,MEDIUM,0.71730000,0.71418270,0.72353460,2026-08-09 00:25:41,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.800 [خیلی بالا - احتمال پایان حرکت];❌ قدرت کندل 5m: BS5=0.333 [≥ 0.48];✅ روند EMA 1h: EMA21=0.71, EMA50=0.70;❌ روند EMA 4h: EMA21=0.71, EMA50=0.71, EMA200=0.73;✅ RSI 30m: RSI=60.88;❌ MACD 30m: MACD_hist=-0.0010;❌ ورود هوشمند پولبک: قیمت=0.7173 EMA=0.7149 RSI=60.9 BS15=0.800;✅ ADX: ADX=89.43 [>22], DI+=778.52, DI-=43.44;✅ CCI عبور از ۰: CCI=19.80;✅ SAR: SAR=0.7150, قیمت=0.7173;✅ Stochastic کراس: K=66.67 D=22.22;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0096 [>0.005];✅ فیلتر رنج ترکیبی: diff=0.0096, ADX=89.43 -> ✅ OK"
BNB-USDT,LONG,MEDIUM,601.34800000,599.33565200,605.37269600,2026-08-09 06:54:35,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.964 [خیلی بالا - احتمال پایان حرکت];✅ قدرت کندل 5m: BS5=0.743 [≥ 0.48];✅ روند EMA 1h: EMA21=600.17, EMA50=597.25;✅ روند EMA 4h: EMA21=595.90, EMA50=591.38, EMA200=579.19;✅ RSI 30m: RSI=50.37;❌ MACD 30m: MACD_hist=-0.3633;❌ ورود هوشمند پولبک: قیمت=601.3480 EMA=601.6383 RSI=50.4 BS15=0.964;❌ ADX: ADX=7.39 [>22], DI+=290.60, DI-=250.59;❌ CCI عبور از ۰: CCI=-75.14;✅ SAR: SAR=600.5403, قیمت=601.3480;✅ Stochastic کراس: K=43.55 D=14.52;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0035 [>0.005];❌ فیلتر رنج ترکیبی: diff=0.0035, ADX=7.39 -> ❌ رد"
SOL-USDT,LONG,MEDIUM,75.88000000,75.67412000,76.29176000,2026-08-09 06:54:36,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.727 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.857 [خیلی بالا - احتمال پایان حرکت];✅ روند EMA 1h: EMA21=75.67, EMA50=74.94;❌ روند EMA 4h: EMA21=74.60, EMA50=74.16, EMA200=75.13;✅ RSI 30m: RSI=50.18;❌ MACD 30m: MACD_hist=-0.0774;❌ ورود هوشمند پولبک: قیمت=75.8800 EMA=75.9373 RSI=50.2 BS15=0.727;❌ ADX: ADX=14.04 [>22], DI+=265.89, DI-=352.71;❌ CCI عبور از ۰: CCI=-98.02;✅ SAR: SAR=75.8094, قیمت=75.8800;✅ Stochastic کراس: K=21.31 D=7.10;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0055 [>0.005];❌ فیلتر رنج ترکیبی: diff=0.0055, ADX=14.04 -> ❌ رد"
