symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
XAUT-USDT,LONG,MEDIUM,4970.74000000,4963.41864760,4985.38270480,2026-02-17 00:23:39,STOP_HIT,2026-02-17 03:36:00,4963.41864760,0.020000,-0.034729,10.00,-0.1473,"✅ قدرت کندل 15m: BS15=1.000 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [حد ≥ 0.48];❌ روند EMA 1h: EMA21=4977.70, EMA55=4986.18;✅ روند EMA 4h: EMA21=4986.00, EMA55=4981.92, EMA200=4881.28;❌ RSI 30m: RSI=46.11 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.5781 | سطح=MEDIUM;❌ شکست ورود: قیمت=4970.74, EMA21=4972.78, آستانه=0.003;✅ ADX: ADX=48.89 [حد > 25];❌ CCI: CCI=-20.05;✅ SAR: SAR=4967.3492, قیمت=4970.7400;❌ Stochastic: K=73.93, D=24.64;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
ADA-USDT,LONG,MEDIUM,0.28550000,0.28226360,0.29197280,2026-02-17 00:23:39,STOP_HIT,2026-02-17 12:31:00,0.28226360,0.020000,-0.133359,10.00,-1.1336,"✅ قدرت کندل 15m: BS15=0.704 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.652 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.28, EMA55=0.28;❌ روند EMA 4h: EMA21=0.28, EMA55=0.28, EMA200=0.31;✅ RSI 30m: RSI=58.68 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0003 | سطح=MEDIUM;✅ شکست ورود: قیمت=0.29, EMA21=0.28, آستانه=0.003;✅ ADX: ADX=26.56 [حد > 25];✅ CCI: CCI=123.05;✅ SAR: SAR=0.2815, قیمت=0.2855;✅ Stochastic: K=92.47, D=30.82;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
NEAR-USDT,LONG,MEDIUM,1.06320000,1.05126000,1.08708000,2026-02-17 00:23:40,STOP_HIT,2026-02-17 04:34:00,1.05126000,0.020000,-0.132302,10.00,-1.1230,"✅ قدرت کندل 15m: BS15=0.632 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.516 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1.05, EMA55=1.05;❌ روند EMA 4h: EMA21=1.04, EMA55=1.05, EMA200=1.24;✅ RSI 30m: RSI=60.72 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0020 | سطح=MEDIUM;✅ شکست ورود: قیمت=1.06, EMA21=1.05, آستانه=0.003;✅ ADX: ADX=28.12 [حد > 25];✅ CCI: CCI=139.33;✅ SAR: SAR=1.0507, قیمت=1.0632;✅ Stochastic: K=94.75, D=31.58;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleBottom"
BTC-USDT,SHORT,LOW,68563.60000000,68966.44629280,67757.90741440,2026-02-17 07:41:06,STOP_HIT,2026-02-17 07:42:00,68966.44629280,0.020000,-0.078755,10.00,-0.5876,"✅ قدرت کندل 15m: BS15=0.510 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.911 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=68590.00, EMA55=68744.66;✅ روند EMA 4h: EMA21=68692.28, EMA55=69489.29, EMA200=77128.50;✅ RSI 30m: RSI=49.33 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-8.4207 | سطح=MEDIUM;❌ شکست ورود: قیمت=68563.60, EMA21=68611.02, آستانه=0.003;✅ ADX: ADX=51.53 [حد > 25];❌ CCI: CCI=-14.75;❌ SAR: SAR=68468.4340, قیمت=68563.6000;❌ Stochastic: K=20.74, D=6.91;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
POL-USDT,LONG,MEDIUM,0.10720000,0.10641400,0.10877200,2026-02-17 07:41:06,STOP_HIT,2026-02-17 08:49:00,0.10641400,0.020000,-0.093321,10.00,-0.7332,"✅ قدرت کندل 15m: BS15=0.500 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.11, EMA55=0.11;❌ روند EMA 4h: EMA21=0.11, EMA55=0.10, EMA200=0.11;❌ RSI 30m: RSI=49.30 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=-0.0001 | سطح=MEDIUM;❌ شکست ورود: قیمت=0.11, EMA21=0.11, آستانه=0.003;✅ ADX: ADX=28.93 [حد > 25];❌ CCI: CCI=-70.53;✅ SAR: SAR=0.1071, قیمت=0.1072;❌ Stochastic: K=12.50, D=4.17;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
BTC-USDT,SHORT,LOW,68419.40000000,68821.97133560,67614.25732880,2026-02-17 10:17:49,STOP_HIT,2026-02-17 10:18:00,68821.97133560,0.020000,-0.078839,10.00,-0.5884,"✅ قدرت کندل 15m: BS15=0.524 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.524 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=68539.92, EMA55=68713.16;✅ روند EMA 4h: EMA21=68679.17, EMA55=69484.14, EMA200=77127.07;✅ RSI 30m: RSI=47.95 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-46.3292 | سطح=MEDIUM;❌ شکست ورود: قیمت=68419.40, EMA21=68508.56, آستانه=0.003;✅ ADX: ADX=51.85 [حد > 25];❌ CCI: CCI=-68.09;❌ SAR: SAR=68248.1460, قیمت=68419.4000;❌ Stochastic: K=38.74, D=12.91;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
ETH-USDT,SHORT,LOW,1980.06000000,1992.74241300,1948.35396750,2026-02-17 10:17:50,STOP_HIT,2026-02-17 10:18:00,1992.74241300,0.020000,-0.084051,10.00,-0.6405,"✅ قدرت کندل 15m: BS15=0.580 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.580 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1985.33, EMA55=1995.50;✅ روند EMA 4h: EMA21=1999.23, EMA55=2044.03, EMA200=2408.81;✅ RSI 30m: RSI=46.19 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-2.5619 | سطح=MEDIUM;✅ شکست ورود: قیمت=1980.06, EMA21=1986.62, آستانه=0.003;✅ ADX: ADX=47.31 [حد > 25];✅ CCI: CCI=-108.52;❌ SAR: SAR=1975.7176, قیمت=1980.0600;❌ Stochastic: K=35.18, D=11.73;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
ARB-USDT,SHORT,MEDIUM,0.11430000,0.11522160,0.11245680,2026-02-17 10:17:50,STOP_HIT,2026-02-17 10:18:00,0.11522160,0.020000,-0.100630,10.00,-0.8063,"✅ قدرت کندل 15m: BS15=0.500 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.11, EMA55=0.11;✅ روند EMA 4h: EMA21=0.11, EMA55=0.12, EMA200=0.14;✅ RSI 30m: RSI=47.28 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-0.0001 | سطح=MEDIUM;❌ شکست ورود: قیمت=0.11, EMA21=0.11, آستانه=0.003;❌ ADX: ADX=9.09 [حد > 25];✅ CCI: CCI=-117.46;❌ SAR: SAR=0.1140, قیمت=0.1143;❌ Stochastic: K=40.74, D=13.58;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
LTC-USDT,LONG,MEDIUM,55.41000000,55.06846300,56.26384250,2026-02-17 11:13:58,STOP_HIT,2026-02-17 12:48:00,55.06846300,0.020000,-0.081638,10.00,-0.6164,"✅ قدرت کندل 15m: BS15=0.575 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.824 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=54.91, EMA55=54.84;❌ روند EMA 4h: EMA21=54.76, EMA55=54.99, EMA200=61.77;✅ RSI 30m: RSI=58.25 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=-0.0100 | سطح=MEDIUM;✅ شکست ورود: قیمت=55.41, EMA21=55.08, آستانه=0.003;✅ ADX: ADX=48.74 [حد > 25];✅ CCI: CCI=129.12;✅ SAR: SAR=55.1582, قیمت=55.4100;✅ Stochastic: K=83.15, D=27.72;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
ETH-USDT,SHORT,LOW,1982.69000000,1996.48149200,1955.10701600,2026-02-17 12:05:19,STOP_HIT,2026-02-17 12:06:00,1996.48149200,0.020000,-0.089559,10.00,-0.6956,"❌ قدرت کندل 15m: BS15=0.407 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.615 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=1985.23, EMA55=1994.75;✅ روند EMA 4h: EMA21=1998.21, EMA55=2042.04, EMA200=2404.79;✅ RSI 30m: RSI=48.33 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=-1.2960 | سطح=MEDIUM;❌ شکست ورود: قیمت=1982.69, EMA21=1985.27, آستانه=0.003;✅ ADX: ADX=46.62 [حد > 25];❌ CCI: CCI=-49.94;✅ SAR: SAR=1983.4808, قیمت=1982.6900;❌ Stochastic: K=41.15, D=13.72;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop"
