symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
XAUT-USDT,LONG,HIGH,4579.06000000,4565.95615900,4598.71576150,2026-01-14 00:14:40,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.857 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.630 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=4594.30, EMA55=4576.57;✅ روند EMA 4h: EMA21=4561.03, EMA55=4506.43, EMA200=4401.58;❌ RSI 30m: RSI=40.37 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=-2.4818 | سطح=MEDIUM;❌ شکست ورود: Price=4579.06, EMA21=4595.50, Th=0.003 | سطح=MEDIUM;✅ EMA Rejection: EMA=4595.4953, Last=4579.0600;✅ Pullback: Last=4579.0600, Dir=LONG;❌ ADX: ADX=5.16 [حد ≥ 20] | سطح=MEDIUM;✅ CCI: CCI=-117.09 | سطح=MEDIUM;❌ SAR: SAR=4591.3854, Close=4579.06, Dir=LONG;✅ Stochastic: K=4.32, D=1.44, Dir=LONG | سطح=MEDIUM;❌ Resistance Test: Res=4615.3500, Last=4579.0600;✅ Double Top/Bottom: Pattern=DoubleTop;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;❌ کندل‌های متوالی 1m: شرط برقرار نیست;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
BTC-USDT,LONG,LOW,94266.00000000,93787.99935960,95222.00128080,2026-01-14 00:14:40,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.317 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.275 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=92669.46, EMA55=91902.18;✅ روند EMA 4h: EMA21=91971.96, EMA55=91334.81, EMA200=90167.58;✅ RSI 30m: RSI=75.41 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=117.5869 | سطح=MEDIUM;✅ شکست ورود: Price=94266.00, EMA21=93206.50, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=93206.5048, Last=94266.0000;✅ Pullback: Last=94266.0000, Dir=LONG;✅ ADX: ADX=34.22 [حد ≥ 20] | سطح=MEDIUM;✅ CCI: CCI=117.46 | سطح=MEDIUM;✅ SAR: SAR=94189.478, Close=94266.0, Dir=LONG;❌ Stochastic: K=91.39, D=30.46, Dir=LONG | سطح=MEDIUM;❌ Resistance Test: Res=94500.0000, Last=94266.0000;✅ Double Top/Bottom: Pattern=DoubleTop;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;✅ کندل‌های متوالی 1m: 3 کندل صعودی;❌ EMA کراس سریع: EMA8 زیر EMA21;✅ تأیید روند صعودی: RSI>50, MACD+, ADX>20;❌ فشار فروش: شرایط کامل برقرار نیست"
ETH-USDT,LONG,HIGH,3197.47000000,3172.01745850,3235.64881225,2026-01-14 00:14:41,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.580 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.404 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=3156.55, EMA55=3134.75;✅ روند EMA 4h: EMA21=3139.35, EMA55=3124.34, EMA200=3065.91;✅ RSI 30m: RSI=64.25 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=2.8258 | سطح=MEDIUM;✅ شکست ورود: Price=3197.47, EMA21=3174.91, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=3174.9146, Last=3197.4700;✅ Pullback: Last=3197.4700, Dir=LONG;❌ ADX: ADX=3.60 [حد ≥ 20] | سطح=MEDIUM;✅ CCI: CCI=79.83 | سطح=MEDIUM;❌ SAR: SAR=3207.4658, Close=3197.47, Dir=LONG;❌ Stochastic: K=74.89, D=24.96, Dir=LONG | سطح=MEDIUM;❌ Resistance Test: Res=3220.0300, Last=3197.4700;✅ Double Top/Bottom: Pattern=DoubleTop;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;✅ کندل‌های متوالی 1m: 3 کندل صعودی;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
BNB-USDT,LONG,HIGH,941.88200000,935.33930000,951.69605000,2026-01-14 00:14:41,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.221 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.431 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=918.39, EMA55=911.32;✅ روند EMA 4h: EMA21=912.65, EMA55=902.20, EMA200=883.11;✅ RSI 30m: RSI=88.56 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=2.6733 | سطح=MEDIUM;✅ شکست ورود: Price=941.88, EMA21=925.18, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=925.1824, Last=941.8820;✅ Pullback: Last=941.8820, Dir=LONG;❌ ADX: ADX=7.23 [حد ≥ 20] | سطح=MEDIUM;✅ CCI: CCI=124.00 | سطح=MEDIUM;❌ SAR: SAR=941.8821, Close=941.882, Dir=LONG;❌ Stochastic: K=88.64, D=29.55, Dir=LONG | سطح=MEDIUM;❌ Resistance Test: Res=946.1470, Last=941.8820;✅ Double Top/Bottom: Pattern=DoubleTop;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;✅ کندل‌های متوالی 1m: 3 کندل صعودی;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
SOL-USDT,LONG,LOW,143.26000000,141.85585150,145.36622275,2026-01-14 00:14:41,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.680 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.118 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=142.03, EMA55=140.66;✅ روند EMA 4h: EMA21=140.35, EMA55=137.63, EMA200=133.13;✅ RSI 30m: RSI=56.75 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=-0.0122 | سطح=MEDIUM;✅ شکست ورود: Price=143.26, EMA21=142.81, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=142.8084, Last=143.2600;✅ Pullback: Last=143.2600, Dir=LONG;✅ ADX: ADX=38.32 [حد ≥ 20] | سطح=MEDIUM;❌ CCI: CCI=54.49 | سطح=MEDIUM;❌ SAR: SAR=143.6182, Close=143.26, Dir=LONG;❌ Stochastic: K=61.52, D=20.51, Dir=LONG | سطح=MEDIUM;❌ Resistance Test: Res=144.5300, Last=143.2600;✅ Double Top/Bottom: Pattern=DoubleBottom;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;✅ کندل‌های متوالی 1m: 3 کندل صعودی;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
XRP-USDT,LONG,HIGH,2.12618000,2.10283400,2.16119900,2026-01-14 00:14:42,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.645 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.059 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=2.09, EMA55=2.08;✅ روند EMA 4h: EMA21=2.09, EMA55=2.09, EMA200=2.04;✅ RSI 30m: RSI=66.06 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0046 | سطح=MEDIUM;✅ شکست ورود: Price=2.13, EMA21=2.10, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=2.0979, Last=2.1262;✅ Pullback: Last=2.1262, Dir=LONG;❌ ADX: ADX=17.29 [حد ≥ 20] | سطح=MEDIUM;✅ CCI: CCI=125.13 | سطح=MEDIUM;❌ SAR: SAR=2.1327, Close=2.12618, Dir=LONG;❌ Stochastic: K=73.69, D=24.56, Dir=LONG | سطح=MEDIUM;❌ Resistance Test: Res=2.1494, Last=2.1262;✅ Double Top/Bottom: Pattern=DoubleTop;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;✅ کندل‌های متوالی 1m: 3 کندل صعودی;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
ADA-USDT,LONG,HIGH,0.40740000,0.40263750,0.41454375,2026-01-14 00:14:45,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.619 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.200 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.40, EMA55=0.39;✅ روند EMA 4h: EMA21=0.40, EMA55=0.39, EMA200=0.39;✅ RSI 30m: RSI=66.32 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0003 | سطح=MEDIUM;✅ شکست ورود: Price=0.41, EMA21=0.40, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=0.4027, Last=0.4074;✅ Pullback: Last=0.4074, Dir=LONG;❌ ADX: ADX=8.51 [حد ≥ 20] | سطح=MEDIUM;❌ CCI: CCI=62.04 | سطح=MEDIUM;❌ SAR: SAR=0.4087, Close=0.4074, Dir=LONG;❌ Stochastic: K=78.87, D=26.29, Dir=LONG | سطح=MEDIUM;❌ Resistance Test: Res=0.4115, Last=0.4074;✅ Double Top/Bottom: Pattern=DoubleTop;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;❌ کندل‌های متوالی 1m: شرط برقرار نیست;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
DOGE-USDT,LONG,HIGH,0.14384000,0.14234300,0.14608550,2026-01-14 00:14:46,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.667 [حد ≥ 0.48];❌ قدرت کندل 5m: BS5=0.324 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=0.14, EMA55=0.14;❌ روند EMA 4h: EMA21=0.14, EMA55=0.14, EMA200=0.14;✅ RSI 30m: RSI=72.06 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0002 | سطح=MEDIUM;✅ شکست ورود: Price=0.14, EMA21=0.14, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=0.1420, Last=0.1438;✅ Pullback: Last=0.1438, Dir=LONG;❌ ADX: ADX=13.23 [حد ≥ 20] | سطح=MEDIUM;✅ CCI: CCI=91.20 | سطح=MEDIUM;❌ SAR: SAR=0.1441, Close=0.14384, Dir=LONG;❌ Stochastic: K=80.66, D=26.89, Dir=LONG | سطح=MEDIUM;❌ Resistance Test: Res=0.1450, Last=0.1438;✅ Double Top/Bottom: Pattern=DoubleTop;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;✅ کندل‌های متوالی 1m: 3 کندل صعودی;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
DOT-USDT,LONG,HIGH,2.22010000,2.18051650,2.27947525,2026-01-14 00:14:46,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.750 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.800 [حد ≥ 0.48];✅ روند EMA 1h: EMA21=2.16, EMA55=2.12;✅ روند EMA 4h: EMA21=2.12, EMA55=2.10, EMA200=2.07;✅ RSI 30m: RSI=59.43 | سطح=MEDIUM;❌ MACD 30m: MACD_hist=-0.0023 | سطح=MEDIUM;✅ شکست ورود: Price=2.22, EMA21=2.20, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=2.1980, Last=2.2201;✅ Pullback: Last=2.2201, Dir=LONG;❌ ADX: ADX=12.92 [حد ≥ 20] | سطح=MEDIUM;❌ CCI: CCI=32.07 | سطح=MEDIUM;❌ SAR: SAR=2.2304, Close=2.2201, Dir=LONG;❌ Stochastic: K=41.59, D=13.86, Dir=LONG | سطح=MEDIUM;❌ Resistance Test: Res=2.3413, Last=2.2201;❌ Double Top/Bottom: Pattern=None;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;✅ حجم لحظه‌ای 1m: اسپایک حجم;❌ کندل‌های متوالی 1m: شرط برقرار نیست;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
POL-USDT,LONG,HIGH,0.15860000,0.15521450,0.16367825,2026-01-14 00:14:47,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.810 [حد ≥ 0.48];✅ قدرت کندل 5m: BS5=0.500 [حد ≥ 0.48];❌ روند EMA 1h: EMA21=0.15, EMA55=0.16;✅ روند EMA 4h: EMA21=0.16, EMA55=0.15, EMA200=0.13;✅ RSI 30m: RSI=60.67 | سطح=MEDIUM;✅ MACD 30m: MACD_hist=0.0006 | سطح=MEDIUM;✅ شکست ورود: Price=0.16, EMA21=0.16, Th=0.003 | سطح=MEDIUM;❌ EMA Rejection: EMA=0.1559, Last=0.1586;✅ Pullback: Last=0.1586, Dir=LONG;❌ ADX: ADX=13.04 [حد ≥ 20] | سطح=MEDIUM;✅ CCI: CCI=81.68 | سطح=MEDIUM;❌ SAR: SAR=0.1598, Close=0.1586, Dir=LONG;❌ Stochastic: K=69.75, D=23.25, Dir=LONG | سطح=MEDIUM;❌ Resistance Test: Res=0.1622, Last=0.1586;✅ Double Top/Bottom: Pattern=DoubleBottom;❌ Volume Spike: Factor=1.00;❌ Divergence: واگرایی وجود ندارد;❌ حجم لحظه‌ای 1m: اسپایک حجم وجود ندارد;❌ کندل‌های متوالی 1m: شرط برقرار نیست;❌ EMA کراس سریع: EMA8 زیر EMA21;❌ تأیید روند صعودی: شرایط کامل برقرار نیست;❌ فشار فروش: شرایط کامل برقرار نیست"
