symbol,direction,risk_level,entry_price,stop_loss,take_profit,issued_at_tehran,status,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
FIL-USDT,SHORT,LOW,0.89890000,0.91329890,0.87010220,2026-03-20 12:01:33,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.90, EMA50=0.91;✅ روند EMA 4h: EMA21=0.92, EMA50=0.92;✅ RSI 30m: RSI=47.39;✅ MACD 30m: MACD_hist=-0.0006;❌ ورود هوشمند پولبک: قیمت=0.8989 EMA=0.9009 RSI=47.4 BS15=1.000;✅ ADX: ADX=59.68 [>25], DI+=115.89, DI-=458.94;✅ CCI عبور از ۰: CCI=-43.64;❌ SAR: SAR=0.8983, قیمت=0.8989;❌ Stochastic کراس: K=16.15 D=5.38;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0027 [>0.007]"
ATOM-USDT,SHORT,LOW,1.80650000,1.83870650,1.74208700,2026-03-20 14:35:19,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=1.83, EMA50=1.86;✅ روند EMA 4h: EMA21=1.87, EMA50=1.88;✅ RSI 30m: RSI=41.21;✅ MACD 30m: MACD_hist=-0.0007;❌ ورود هوشمند پولبک: قیمت=1.8065 EMA=1.8173 RSI=41.2 BS15=1.000;✅ ADX: ADX=53.72 [>25], DI+=117.07, DI-=388.85;✅ CCI عبور از ۰: CCI=-77.30;❌ SAR: SAR=1.8017, قیمت=1.8065;❌ Stochastic کراس: K=19.53 D=6.51;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0086 [>0.007]"
SOL-USDT,SHORT,MEDIUM,88.93000000,90.53893000,85.71214000,2026-03-20 15:20:38,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.929 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=89.23, EMA50=89.89;❌ روند EMA 4h: EMA21=90.32, EMA50=89.89;✅ RSI 30m: RSI=46.89;✅ MACD 30m: MACD_hist=-0.0406;❌ ورود هوشمند پولبک: قیمت=88.9300 EMA=89.1795 RSI=46.9 BS15=0.929;✅ ADX: ADX=38.59 [>25], DI+=169.56, DI-=382.63;✅ CCI عبور از ۰: CCI=-55.02;✅ SAR: SAR=89.2622, قیمت=88.9300;❌ Stochastic کراس: K=21.24 D=7.08;❌ رد EMA: بدون رد;✅ تست مقاومت: تست مقاومت تایید شد;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0009 [>0.007]"
DOGE-USDT,SHORT,LOW,0.09393000,0.09518393,0.09142214,2026-03-20 15:20:39,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.286 [≥ 0.48];❌ قدرت کندل 5m: BS5=0.286 [≥ 0.48];✅ روند EMA 1h: EMA21=0.09, EMA50=0.09;✅ روند EMA 4h: EMA21=0.10, EMA50=0.10;✅ RSI 30m: RSI=47.63;✅ MACD 30m: MACD_hist=-0.0001;❌ ورود هوشمند پولبک: قیمت=0.0939 EMA=0.0941 RSI=47.6 BS15=0.286;✅ ADX: ADX=57.72 [>25], DI+=123.78, DI-=461.72;✅ CCI عبور از ۰: CCI=-56.77;✅ SAR: SAR=0.0943, قیمت=0.0939;❌ Stochastic کراس: K=21.62 D=7.21;✅ رد EMA: رد EMA تشخیص داده شد;✅ تست مقاومت: تست مقاومت تایید شد;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0003 [>0.007]"
AVAX-USDT,SHORT,MEDIUM,9.50300000,9.62450300,9.25999400,2026-03-20 15:20:39,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.444 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=9.54, EMA50=9.64;❌ روند EMA 4h: EMA21=9.72, EMA50=9.74;✅ RSI 30m: RSI=45.79;✅ MACD 30m: MACD_hist=-0.0049;❌ ورود هوشمند پولبک: قیمت=9.5030 EMA=9.5321 RSI=45.8 BS15=0.444;✅ ADX: ADX=65.69 [>25], DI+=101.66, DI-=490.87;✅ CCI عبور از ۰: CCI=-98.63;✅ SAR: SAR=9.5439, قیمت=9.5030;❌ Stochastic کراس: K=30.43 D=10.14;✅ رد EMA: رد EMA تشخیص داده شد;✅ تست مقاومت: تست مقاومت تایید شد;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0014 [>0.007]"
ATOM-USDT,SHORT,LOW,1.80570000,1.83870570,1.73968860,2026-03-20 15:20:40,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=1.83, EMA50=1.86;✅ روند EMA 4h: EMA21=1.87, EMA50=1.88;✅ RSI 30m: RSI=41.38;✅ MACD 30m: MACD_hist=-0.0006;❌ ورود هوشمند پولبک: قیمت=1.8057 EMA=1.8165 RSI=41.4 BS15=1.000;✅ ADX: ADX=43.28 [>25], DI+=148.80, DI-=375.85;✅ CCI عبور از ۰: CCI=-74.59;❌ SAR: SAR=1.8050, قیمت=1.8057;❌ Stochastic کراس: K=10.38 D=3.46;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;✅ فیلتر رنج: فاصله EMA=0.0085 [>0.007]"
XAUT-USDT,SHORT,MEDIUM,4662.89000000,4728.72289000,4531.22422000,2026-03-20 16:08:11,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=1.000 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.498 [≥ 0.48];✅ روند EMA 1h: EMA21=4674.77, EMA50=4729.66;✅ روند EMA 4h: EMA21=4777.46, EMA50=4891.52;✅ RSI 30m: RSI=47.23;✅ MACD 30m: MACD_hist=-2.9872;❌ ورود هوشمند پولبک: قیمت=4662.8900 EMA=4670.9585 RSI=47.2 BS15=1.000;❌ ADX: ADX=77.24 [>25], DI+=608.37, DI-=78.13;✅ CCI عبور از ۰: CCI=-55.81;✅ SAR: SAR=4663.5074, قیمت=4662.8900;❌ Stochastic کراس: K=30.89 D=10.30;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;❌ فیلتر رنج: فاصله EMA=0.0027 [>0.007]"
BNB-USDT,SHORT,LOW,641.97000000,648.28197000,629.34606000,2026-03-20 16:08:12,OPEN,,,,,10.00,,"❌ قدرت کندل 15m: BS15=0.291 [≥ 0.48];✅ قدرت کندل 5m: BS5=0.967 [≥ 0.48];✅ روند EMA 1h: EMA21=643.03, EMA50=647.63;✅ روند EMA 4h: EMA21=650.85, EMA50=653.47;✅ RSI 30m: RSI=47.94;✅ MACD 30m: MACD_hist=-0.2251;❌ ورود هوشمند پولبک: قیمت=641.9700 EMA=642.5853 RSI=47.9 BS15=0.291;✅ ADX: ADX=36.30 [>25], DI+=209.97, DI-=449.32;✅ CCI عبور از ۰: CCI=-87.20;❌ SAR: SAR=641.8801, قیمت=641.9700;❌ Stochastic کراس: K=28.65 D=9.55;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0012 [>0.007]"
ATOM-USDT,SHORT,LOW,1.80770000,1.83440770,1.75428460,2026-03-20 16:08:12,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.739 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=1.83, EMA50=1.86;✅ روند EMA 4h: EMA21=1.87, EMA50=1.87;✅ RSI 30m: RSI=43.00;✅ MACD 30m: MACD_hist=-0.0003;❌ ورود هوشمند پولبک: قیمت=1.8077 EMA=1.8154 RSI=43.0 BS15=0.739;✅ ADX: ADX=54.34 [>25], DI+=118.00, DI-=398.91;✅ CCI عبور از ۰: CCI=-68.03;❌ SAR: SAR=1.8064, قیمت=1.8077;❌ Stochastic کراس: K=15.44 D=5.15;❌ رد EMA: بدون رد;❌ تست مقاومت: بدون تست;✅ پولبک: پولبک تشخیص داده شد;✅ Double Top/Bottom: الگو=DoubleBottom;✅ فیلتر رنج: فاصله EMA=0.0082 [>0.007]"
FIL-USDT,SHORT,LOW,0.89930000,0.90949930,0.87890140,2026-03-20 16:08:13,OPEN,,,,,10.00,,"✅ قدرت کندل 15m: BS15=0.600 [≥ 0.48];✅ قدرت کندل 5m: BS5=1.000 [≥ 0.48];✅ روند EMA 1h: EMA21=0.90, EMA50=0.91;✅ روند EMA 4h: EMA21=0.92, EMA50=0.92;✅ RSI 30m: RSI=48.39;✅ MACD 30m: MACD_hist=-0.0003;❌ ورود هوشمند پولبک: قیمت=0.8993 EMA=0.9006 RSI=48.4 BS15=0.600;✅ ADX: ADX=72.40 [>25], DI+=85.18, DI-=532.14;✅ CCI عبور از ۰: CCI=-70.28;✅ SAR: SAR=0.8997, قیمت=0.8993;❌ Stochastic کراس: K=41.92 D=13.97;✅ رد EMA: رد EMA تشخیص داده شد;❌ تست مقاومت: بدون تست;❌ پولبک: بدون پولبک;✅ Double Top/Bottom: الگو=DoubleTop;❌ فیلتر رنج: فاصله EMA=0.0021 [>0.007]"
